Date,Product_ID,Product_Name,Category,Price,Quantity,Total_Revenue
2024-10-16,P031,Fitness Tracker,Electronics,129.99,18,2339.82
2024-10-16,P032,Wireless Earbuds,Electronics,79.99,27,2159.73
2024-10-17,P033,Portable Charger,Electronics,39.99,42,1679.58
2024-10-17,P034,Tablet,Electronics,549.99,11,6049.89
2024-10-18,P035,Smart Watch,Electronics,249.99,14,3499.86
2024-10-18,P036,Game Console,Electronics,399.99,10,3999.90
2024-10-19,P037,Video Game,Entertainment,59.99,30,1799.70
2024-10-19,P038,Board Game,Entertainment,39.99,28,1119.72
2024-10-20,P039,Yoga Mat,Fitness,29.99,36,1079.64
2024-10-20,P040,Dumbbells,Fitness,49.99,28,1399.72
2024-10-21,P041,Resistance Bands,Fitness,19.99,45,899.55
2024-10-21,P042,Running Shoes,Footwear,89.99,18,1619.82
2024-11-01,P001,Coffee Maker,Kitchen Appliances,89.99,16,1439.84
2024-11-01,P002,Blender,Kitchen Appliances,59.99,20,1199.80
2024-11-02,P003,Toaster,Kitchen Appliances,39.99,24,959.76
2024-11-02,P004,Laptop,Electronics,999.99,12,11999.88
2024-11-03,P005,Smartphone,Electronics,699.99,16,11199.84
2024-11-03,P006,Headphones,Electronics,149.99,24,3599.76
2024-11-04,P007,Desk Chair,Furniture,199.99,11,2199.89
2024-11-04,P008,Office Desk,Furniture,299.99,8,2399.92
2024-11-05,P009,Bookshelf,Furniture,149.99,14,2099.86
2024-11-05,P010,Table Lamp,Home Decor,49.99,25,1249.75
2024-11-06,P011,Rug,Home Decor,129.99,10,1299.90
2024-11-06,P012,Curtains,Home Decor,79.99,20,1599.80
2024-11-07,P013,Wall Art,Home Decor,89.99,14,1259.86
2024-11-07,P014,Bath Towels,Home Essentials,29.99,32,959.68
2024-11-08,P015,Bed Sheets,Home Essentials,59.99,26,1559.74
2024-11-08,P016,Pillow,Home Essentials,19.99,42,839.58
2024-11-09,P017,Blanket,Home Essentials,49.99,24,1199.76
2024-11-09,P018,Cookware Set,Kitchen Appliances,199.99,12,2399.88
2024-11-10,P019,Dinnerware Set,Kitchen Appliances,89.99,16,1439.84
2024-11-10,P020,Utensil Set,Kitchen Appliances,39.99,35,1399.65
2024-11-11,P021,Water Bottle,Kitchen Accessories,24.99,45,1124.55
2024-11-11,P022,Travel Mug,Kitchen Accessories,19.99,52,1039.48
2024-11-12,P023,Cutting Board,Kitchen Accessories,34.99,25,874.75
2024-11-12,P024,Knife Set,Kitchen Accessories,79.99,16,1279.84
2024-11-13,P025,Food Storage,Kitchen Accessories,29.99,38,1139.62
2024-11-13,P026,Backpack,Fashion,69.99,26,1819.74
2024-11-14,P027,Handbag,Fashion,129.99,18,2339.82
2024-11-14,P029,Watch,Fashion,199.99,12,2399.88
2024-11-15,P028,Wallet,Fashion,49.99,35,1749.65
2024-11-15,P030,Sunglasses,Fashion,89.99,10,899.90
2024-11-16,P031,Fitness Tracker,Electronics,129.99,16,2079.84
2024-11-16,P032,Wireless Earbuds,Electronics,79.99,25,1999.75
2024-11-17,P033,Portable Charger,Electronics,39.99,40,1599.60
2024-11-17,P034,Tablet,Electronics,549.99,10,5499.90
2024-11-18,P035,Smart Watch,Electronics,249.99,18,4499.82
2024-11-18,P036,Game Console,Electronics,399.99,14,5599.86
2024-11-19,P037,Video Game,Entertainment,59.99,35,2099.65
2024-11-19,P038,Board Game,Entertainment,39.99,32,1279.68
2024-11-20,P039,Yoga Mat,Fitness,29.99,30,899.70
2024-11-20,P040,Dumbbells,Fitness,49.99,22,1099.78
2024-11-21,P041,Resistance Bands,Fitness,19.99,48,959.52
2024-11-21,P042,Running Shoes,Footwear,89.99,16,1439.84
2024-12-01,P001,Coffee Maker,Kitchen Appliances,89.99,20,1799.80
2024-12-01,P002,Blender,Kitchen Appliances,59.99,25,1499.75
2024-12-02,P003,Toaster,Kitchen Appliances,39.99,30,1199.70
2024-12-02,P004,Laptop,Electronics,999.99,15,14999.85
2024-12-03,P005,Smartphone,Electronics,699.99,20,13999.80
2024-12-03,P006,Headphones,Electronics,149.99,28,4199.72
2024-12-04,P007,Desk Chair,Furniture,199.99,12,2399.88
2024-12-04,P008,Office Desk,Furniture,299.99,9,2699.91
2024-12-05,P009,Bookshelf,Furniture,149.99,16,2399.84
2024-12-05,P010,Table Lamp,Home Decor,49.99,28,1399.72
2024-12-06,P011,Rug,Home Decor,129.99,14,1819.86
2024-12-06,P012,Curtains,Home Decor,79.99,24,1919.76
2024-12-07,P013,Wall Art,Home Decor,89.99,18,1619.82
2024-12-07,P014,Bath Towels,Home Essentials,29.99,38,1139.62
2024-12-08,P015,Bed Sheets,Home Essentials,59.99,30,1799.70
2024-12-08,P016,Pillow,Home Essentials,19.99,50,999.50
2024-12-09,P017,Blanket,Home Essentials,49.99,32,1599.68
2024-12-09,P018,Cookware Set,Kitchen Appliances,199.99,15,2999.85
2024-12-10,P019,Dinnerware Set,Kitchen Appliances,89.99,20,1799.80
2024-12-10,P020,Utensil Set,Kitchen Appliances,39.99,40,1599.60
2024-12-11,P021,Water Bottle,Kitchen Accessories,24.99,48,1199.52
2024-12-11,P022,Travel Mug,Kitchen Accessories,19.99,60,1199.40
2024-12-12,P023,Cutting Board,Kitchen Accessories,34.99,28,979.72
2024-12-12,P024,Knife Set,Kitchen Accessories,79.99,20,1599.80
2024-12-13,P025,Food Storage,Kitchen Accessories,29.99,42,1259.58
2024-12-13,P026,Backpack,Fashion,69.99,30,2099.70
2024-12-14,P027,Handbag,Fashion,129.99,22,2859.78
2024-12-14,P029,Watch,Fashion,199.99,15,2999.85
2024-12-15,P028,Wallet,Fashion,49.99,40,1999.60
2024-12-15,P030,Sunglasses,Fashion,89.99,14,1259.86
2024-12-16,P031,Fitness Tracker,Electronics,129.99,12,1559.88
2024-12-16,P032,Wireless Earbuds,Electronics,79.99,22,1759.78
2024-12-17,P033,Portable Charger,Electronics,39.99,38,1519.62
2024-12-17,P034,Tablet,Electronics,549.99,14,7699.86
2024-12-18,P035,Smart Watch,Electronics,249.99,20,4999.80
2024-12-18,P036,Game Console,Electronics,399.99,18,7199.82
2024-12-19,P037,Video Game,Entertainment,59.99,45,2699.55
2024-12-19,P038,Board Game,Entertainment,39.99,38,1519.62
2024-12-20,P039,Yoga Mat,Fitness,29.99,25,749.75
2024-12-20,P040,Dumbbells,Fitness,49.99,18,899.82
2024-12-21,P041,Resistance Bands,Fitness,19.99,45,899.55
2024-12-21,P042,Running Shoes,Footwear,89.99,14,1259.86
2024-12-22,P001,Coffee Maker,Kitchen Appliances,89.99,22,1979.78
2024-12-22,P002,Blender,Kitchen Appliances,59.99,28,1679.72
2024-12-23,P003,Toaster,Kitchen Appliances,39.99,32,1279.68
2024-12-23,P004,Laptop,Electronics,999.99,16,15999.84
2024-12-24,P005,Smartphone,Electronics,699.99,22,15399.78
2024-12-24,P006,Headphones,Electronics,149.99,30,4499.70
2024-12-25,P015,Bed Sheets,Home Essentials,59.99,10,599.90
2024-12-25,P032,Wireless Earbuds,Electronics,79.99,35,2799.65
2024-12-26,P036,Game Console,Electronics,399.99,16,6399.84
2024-12-26,P037,Video Game,Entertainment,59.99,48,2879.52
2024-12-27,P001,Coffee Maker,Kitchen Appliances,89.99,15,1349.85
2024-12-27,P006,Headphones,Electronics,149.99,20,2999.80
2024-12-28,P028,Wallet,Fashion,49.99,32,1599.68
2024-12-28,P030,Sunglasses,Fashion,89.99,18,1619.82
2024-12-29,P034,Tablet,Electronics,549.99,11,6049.89
2024-12-29,P035,Smart Watch,Electronics,249.99,15,3749.85
2024-12-30,P038,Board Game,Entertainment,39.99,28,1119.72
2024-12-30,P041,Resistance Bands,Fitness,19.99,35,699.65
2024-12-31,P001,Coffee Maker,Kitchen Appliances,89.99,18,1619.82
2024-12-31,P004,Laptop,Electronics,999.99,7,6999.93
2024-12-31,P005,Smartphone,Electronics,699.99,12,8399.88
